timestamp,speaker,words,tags
00:14:23.490,Participant 001,"I say, that I'm 'legally' American now, but I actually only lived in the US for seven years out of my 22 years. Because only lived there for seven years, so I don't really feel that connected to it. But yeah the first year I was there was mostly exciting. I was really excited to like actually meet new people and basically finally be able to watch cable TV, #TODO because in China there's like a lot of stuff Well, first of all everything's in Chinese and I can't actually read Chinese very well and am not very good at understanding most of it, so I watched a lot of Sponge Bob reruns. #TODO In China, it was pretty sure I like saw this rewatch. All of the DVDs for about five years straight and it was very excited about the US some things that were definitely a huge shock or how sweet everything was but. I quickly found out that I could not handle very much sugar compared to other American kids. My mom like she likes that so anytime I went trick or treating I ended up giving her more than half of my candy anyways.", identity; connection
00:15:43.620,Participant 001,I think there were just like a lot of other things happening in the family background that kind of made me not really dwell the whole culture shock as much. We moved to the West Coast and my mom a year later ended up like finding another boyfriend so we moved. I gained a step brother and sister who were a little bit older than me and went from being a single child to suddenly having older siblings which ended up being its own culture shock too.,
00:16:31.410,Mya,What kind of schools did you go to?,
00:16:39.960,Participant 001,"Oh yeah so it in the US, I was public schools huh which actually only thing about it, though, is also huge. Cost one and China, since it was like a Christian private school. They use these weird booklet programs called paces have you heard of that it's basically like a booklet full of. Questions and you just fill it out, I think I forget which he start doing it by herself, but at some point just have like your own little office you fill out the booklet. And then, when you're done you raise a little flag and then a monitor comes by and like escort suit to be correcting station where you just like match your answers to the correct thing booklet and if you pass you do a little test and move on to the next booklet so it's very like self Driven education which honestly not totally sure how good of an education, it was because Some of the tests did require you to like recite Bible verses in order to move on Interest yeah yeah then, when I look back on it later some of the high school questions seemed a bit Like, why did God create so and so yeah anyways and went from there to public school, which was very fun and exciting got to learn a lot of new things and see a lot of people and enjoy the chaos of what is public school recess. And um yeah but after I was in the US, and then we moved to Hong Kong, when I was fifteen years old. I actually went to a British private school there. Okay, which also a huge shift, they are so different. yeah like not even just how they say words, although for like the first month anytime anyone said process or progress, like my mind would just halt and we stuck in the whole pro part. yeah I know that was that was a bit of a rougher ride, and my younger years because, like when you're younger everything's new anyway, so you just kind of take it as it is.",adopted-culture
00:18:51.210,Mya,"You mentioned that in the school in China that pretty much everyone was adopted, so there was sort of a sort of shared similarity between you and your classmates, but in the context of your other schools, did you find that like kids when they would see like your mom would they ask you questions or...?",
00:19:15.150,Participant 001,"Yeah, I guess, I did not really realize how rare it was. To find another adopted person or even like another Asian person for a little while when I first moved, but I might generally very oblivious person. And don't notice very much if I don't really seem that important like I didn't realize that rice was considered Asian until like I was 11 years old. And went to like dinner at one of my best friend's house and realize that every time i'm there they always have potatoes and they never have rice. Because my mom think i'd would always like cook rice every night for me.",other-adoptees; connection; birth-culture-exposure
00:19:51.060, Participant 001,"I guess I'm realizing that once I was in the US nearly everyone was kind of white, but I didn't really know very much about American culture, yet, so I guess I didn't really notice how different everything was until like around middle school I guess instead in elementary school everything was just Oh well, shiny new things.", adopted-culture
00:20:29.820,Paritcipant 001,"i'm trying to think if I met any other adopted people. In middle school I did meet two twins that were actually adopted from Central America, but we weren't really friends much because we didn't have that much in common aside from that. And it wasn't really a huge part of my whole life or not being adopted wasn't really something I thought about much until I was around thirteen or fourteen actually because, by then, you know teenage angst kind of a lot of self reflection And all that stuff. A lot of anxiety teen poetry and whatnot. yeah I cringe at times so.",other-adoptees; adoptedness-centrality
00:21:29.130,Mya,"You mentioned your mom like cooking rice every night did too cheap tried to incorporate a lot of Chinese culture like into your sort of regular household I mean obviously when you were in China, there was.",
00:21:41.760,Participant 001,"yeah when I was in China our nanny did all the cooking and basically taking care of me, and so I kind of developed like an Asian palette for food anyways. And I think, while I was there, my parents kind of realized that I didn't care that much for some typically American stuff like For one thing, I never liked cheese. I cannot stand any sort of cheese; there was a very brief period in my life where the only kind I could tolerate was American cheese, because that was barely even cheese. But yeah no, I think I just kind of got used to always have it like rice and noodles. So when I moved to the US, I think my parents were just trying to like help ease me into everything and basically just agreeing to any type of food I wanted. So at first, it was pancakes for like about a week. But then, after that, I just wanted to Chinese food again so they usually did that. Also, my step siblings are half Japanese on their mom's side, so my step dad, their dad was white, but they were used to like some Asian food too so whenever my stepsiblings were over, we'd usually have like teriyaki chicken and rice and steamed broccoli which got old real real fast. But you know everyone else was like super picky eaters: I didn't like cheese; my sister, for some reason didn't eat beef; my mom was allergic to pork; and both my step siblings didn't like seafood yet, so that's very limited options. But like rice was one of the few basis that we could all agree on .",birth-culture-exposure;connection;identity
00:23:35.190,Participant 001,"#TODO that's good I could read it, I can't like eat rice every day and used to have rice, milk and sugar for breakfast. I think actually preferred that to cereal because I found an American cereals, to be like to sugary usually. Like you know lucky charms I usually just pick out the marshmallows and prefer to eat the marshmallow.",connection
00:24:04.230,Mya,"Did you especially I guess like as you've gotten older I don't know, are you still in touch or do you relate well with your step siblings?",
00:24:17.340,Participant 001,"I talk to my sister once in a while. My step brother, we didn't really get along very well because. He's also gay but, like in the opposite direction so we're like very opposite personality personalities and having nothing in common, so we don't really talk very often. But my sister and I, we do like chat about some things once in a while, but not too much. Plus they all live in different places; I'm the only person in my family in Canada right now. Okay yeah like my mom and stepdad and step brother are on the East Coast right now and  My stepsister's in and  my dad's most of my mom and dad's families are scattered around the West Coast.",
00:25:05.790,Mya,"I was going to ask--I guess this also applies in relation to your parents to although it's a little different, since they are white--but because your step siblings were Half Asian, did you find ever like that conversations about like your racial identity or just like being able to feeling you live in a different way, as compared to your parents",
00:25:31.080,Participant 001,"not really I think some of the deeper emotional topics were generally avoided which I was kind of glad about because I usually wanted to avoid talking about them, since I found my mom got a little bit emotional whenever the subject of my adoption came up. I understand that was actually like a lot of work for her to. Because yeah, it was definitely a big move for her and my dad for something that wasn't guaranteed at all. There were probably a few times where they weren't sure that the adoption process would actually go through or that I would even be able to ever leave China. But yeah, she usually gets very emotional and usually nearly starts crying so I usually kind of avoid that around her. Well in terms of like racial identity, I never really cared that much about it, yet while, I was in the US. And my step siblings were actually kind of denying that side about them for quite a while. I don't really know why. It was kind of hard, because both of them usually didn't like many things that were Asian yet. Like, as I said, they're half Japanese but they didn't like seafood or seaweed. And when I tried to eat seafood instant noodles in the House they'd literally kicked me out into the backyard. because they didn't like the smell of it. Such hypocrites; they make mac and cheese and I didn't like the smell, but anyways I think they also avoided the topics they didn't like talking about it and they had a pretty strained relationship with their step dad too, so we rarely have like huge family discussions about anything. #TODO My stepdad is kind of more of the aloof type and doesn't really like talking about serious topics either, so it was generally avoided I guess. Like I knew that they were all pretty socially liberal and he was so I'd never really had any worries about them being any type of like homophobic racist sort of, although I guess my step dad and some of like our extended family would sometimes make general remarks or slightly racist comments, but you know this is kind of how they were less their own beard bluntness slash humor slash grumpiness but yeah.",race-conversations; conversation-barriers; connection; racism
00:28:05.730,Mya,I guess sort of a sense of camaraderie or similarity in the fact that your your step siblings were half Asian.,
00:28:20.220,Participant 001,"One of the reasons why I don't get along with my step brother is because he was in a lot of self denial at the time when he when he was in high school and middle school like he would, for some reason be very racist and homophobic despite him being much more flamboyant than me to the point where I was surprised that he was surprised that I wasn't surprised when he came out to us.",race-conversations; conversation-barriers; racism
00:29:14.220, Participant 001,"Anyways ya know they usually made fun of me because usually around my birthday, I would request to go to the huge Asian supermarket in the city which was like 40 minutes drive; we rarely went. I would usually like to stock up on instant noodles and Asian snacks and they didn't really care much for it because, again, they didn't like seafood yet and they, well, I feel like they didn't actually fully accept that they were also Asian until they went to college. Much less I guess made Christmas is after that a little bit nicer yeah yeah.",race-conversations; conversation-barriers
00:30:00.480,Mya,"If you have a form that you have to fill out that asks for our ethnicity and whatnot, do you check Asian or Chinese?",
00:30:16.830, Participant 001,"Even when I was in the US, I generally felt more Chinese since living in the US still felt kind of foreign to me. yeah English is like the only language I could speak and I probably wouldn't be able to survive and turn on my own, but still, although recently actually a couple years ago I found out on 23 and me then i'm actually seventy Vietnamese and only thirty percent Chinese. And yeah so the 23andme test like. Eight years ago we think yeah back then I couldn't really differentiated, but then a couple years ago they updated it And then I found out that I was actually seventy percent. And then, since then i've been eating a lot of. Good food to eat. And also, since then i've been a bit confused about if i'm supposed to under like race if i'm supposed to put. Like just East Asian or Southeast Asian because. They always list Vietnam under Southeast Asian, even though China and Vietnam are like super close and southern China and northern Vietnam or yeah really very different, so it gets a bit confusing so yeah yeah I try to just do like the general Asian Muslim on now, since I found out i'm also partly Vietnamese if it's only talking about race and ethnicity or whatnot then we'll probably check both East and southeast but.",identity; connection; connection; DNA-testing; created-facts; truthfulness-and-accuracy
00:31:49.950,Mya,"Do you in the context of like introducing yourself, would you still say that you would typically say you're Chinese.",
,Participant 001,"Now I just say Asian. Actually ever since I was living in Hong Kong I've identified more with Hong Kong culture than Chinese. So at least in while I was at college and even now, I guess, most of the time casually I'll probably just say I'm from Hong Kong because it makes more sense to people. Plus I kind of a mixed feelings about China.",identity; connection
00:32:38.790,Mya,How often like in the contest against of your being in coover do you actually end up disclosing that you're adopted?,
00:32:48.570,Participant 001,"And I gotta think back to like pre-COVID when things were more social. Um I think I do end up disclosing that to most of my friends and maybe some co-workers because it does get confusing when the topic of my birthday comes up. Yes, legally on all of my documents it says my birthday is in the summer, but then when I celebrate and the one that I put on Facebook is in the spring. Same year, it's just really annoying. I celebrate in the spring but some place requires like proof of your birthday.", created-facts; adoptedness-centrality; logistics; adoption-conversations
00:33:32.820,Participant 001,"More like also the milestone birthdays. Like being able to drink legally and whatnot, it's so annoying to not actually go out and do [those things] until the summer. Yes, I usually try to clarify [my birthday], like from the start, with my friends and coworkers, so that they don't try to assume or plan anything. Also anytime we talked about my family since they're kind of an unconventional family. They usually get very confused until I clarify that they're they're white and without it. yeah and then that that answers a lot of the questions oh also anytime they asked me about my name because [my last name] is not Asian at all. yeah yeah yeah, although sometimes I like to play around and tell them that I'm actually half Irish and half German.",adoptedness-centrality; logistics; adoption-conversations
00:34:30.060,Participant,"My dad is well I like to think that my dad's German and my mom's Irish because their last names are [REDACTED],but yeah then they get very confused and then I finally tell them I'm adopted and they're like oh. So I guess there's not really much of a sacred i'm pretty open about it. It explains a lot about me usually so huh.",adopted-culture;adoption-conversations
00:34:54.600,Mya,"It explains a lot about you, but do you find that it's an integral part of your identity in any way, or is it more of just that it is the thing that has caused certain things to happen in your life.",
00:35:08.310,Participant 001,"It is definitely an important part of my identity, I just don't consider it to be an active part that makes sense. yeah like I know a lot of the people and in our Facebook group they consider an active part, like actively seeking out like adoptee groups and adoptees centric things i've never really felt that need very much. Like I like to think that I've made my peace with it, which, if I'm being honest means I probably have just been avoiding topic mostly. But on the surface I've made peace with it and don't really feel the need to delve any deeper than what I already know because I already know I can't really find out more", adoptedness-centrality;information-limits; other-adoptees; conversation-barriers;adoption-conversations
00:36:00.300, Participant 001,"I think I usually prefer to pursue other parts of my identity. Like finding the good Asian food in [the city] or figuring out where the hell the rest of the Asian lesbians are here. I actually do know one Asian lesbian from one of my previous workplaces and she somehow I do not know how has connections to basically all of the Hong Kong lesbians [here]. And she doesn't even realize it because she will call me up one day be like oh my God, I found out my friend actually knows this other person who dated this one person who was friends with this friend. They're all connected. Anyways yeah I kind of prefer to stick with sides of my identity that I feel would actually affect my future more likely. The whole adoption thing is more of the past, kind of the base, but it probably won't do much in the future.", other-adoptees; birth-culture-exposure
00:37:15.480,Mya,"You mentioned having done 23 and me, and what made you decide to do that.",
00:37:24.960,Participant 001,"I can't fully remember a long time ago and i've got really bad. That was back when I was in the US. I think my mom actually bought it for me. Maybe it was like a birthday or Christmas thing, I don't really fully know, but I think she's she's usually been more invested in me trying to come to terms with my own adoption things. She used to work in the Adoption Agency and I've actually found books that she's owned that are like about raising an adoptee and I actually read through some of them or skimmed the titles of some of them and man, some of them are depressing, but also very accurate. But yeah, so I think she kind of knew more about what to expect than me so. She's probably signed me up, so I thought, 'Oh, what the hell it'd be nice to know and I could see if i'm like related to anyone.' I can only find like fourth cousins or further on there. Although now I've realized most of those distant cousins are actually Vietnamese so that makes more sense. But yeah I don't really have much interest more reaching out to anyone that isn't closer than maybe like a second cousin.", DNA-testing; adoptedness-centrality; finding-family
00:38:42.870,Mya,"When you got I guess sort of update that they had sort of freedom your regional profile, how did that make you feel.",
00:39:10.020,Participant 001,"I think I was pretty stunned, because the possibility of be being anything other than Chinese literally never crossed my mind. I thought 'Oh, maybe I'm missreading this, so I kind of just put it away and then came back to it the next day, to see if it was still there. I think like after a week I finally told my parents, I was like oh my God 23 and me says i'm actually like mostly Vietnamese and they're like oh that's so cool and i'm like what am I supposed to feel, though. ya know I guess I kind of sent me into a bunch of what if questions like if i'm 70% that means one of my parents or birth parents was fully Vietnamese. which then made me realize I know nothing about Vietnam or its history, so now i'm thinking, maybe one of them was like a refugee or something because, why would they be all the way to go Guangdong. And also like kind of tied to the whole. china's one child policy laws so yeah but then ever since I haven't really thought too much about it and just kind of think of it as an excuse to eat a lot of Vietnamese food.", DNA-testing; identity; connection; truthfulness-and-accuracy
00:40:36.570,Mya,"How do you feel about all of your records being sort of not really yours, or do you consider them, yours",
00:40:53.910,Participant 001,"I've also got some mixed feelings about that, which is kind of why I try not to really think about it too much, if I can help it. I know i'm not going to get any more answers and I already have since it's kind of impossible and I wouldn't even know where to start. But it is a little bit annoying the other aren't really any legal records about me before I was seven. and also the fact that i'm going to be stuck with this Summer birthday forever like I have actually thought about just celebrating the summer one instead of the spring one but It just seems like too much work at this point. And also i've already passed all the legal milestones anyways so and there's not really any. yeah I guess there's nothing there wouldn't be any positives to suddenly switching it over. I know it's kind of sad I guess. I mean, I would like to know more about where I was found or even like. General birth information, I guess, because since coming to Canada I don't know if it's just a time or the city, but a lot of people seem to be very interested in the whole sun star moon sign things and time of birth and whatnot.",records-ownership; information-limits; created-facts
00:42:24.030,Participant 001,But yeah no although anytime anyone asked me I always just say I feel like it was a three or 4pm.,
00:42:35.370,Mya,"yeah I mean I guess the benefit of that right, as you can just make it up.",
00:42:40.440,Participant 001,"Yeah I mean, I still don't know what that means. I'm technically an Aries and anytime I look up any horoscope stuff online, it is always the exact opposite of me. Maybe I should check the summer one...",created-facts;connection;identity
00:43:00,Mya,Which birthday did you grow up celebrating?,
00:43:14.490,Participant 001,"The spring one, because I didn't have the spring one until after I was seven or eight. But even [once I had the legal date] we always celebrated the spring one I think; after elementary school or middle school I didn't really care that much for celebrating it. Because, for one thing I just generally don't like parties about me because I feel it's like just too much attention and too much stress and people. And then after like the whole teengager and adoption self reflection angst and what not, I even more didn't like it because it just gets kind of depressing, if you think about it. I usually just try to get through it without people really making a big deal, like at the most I'll probably just ask for a nice Asian dinner. Or consider it a good excuse for myself to order a bunch of really yummy food that I usually wouldn't. But even if I don't like making a big deal out of it, it did kind of get a little annoying when sometimes my family would like slightly forget about it, since my sister's birthday is actually a week before mine. And she actually likes having birthday parties so they made a bigger deal out of her birthday kind of like spilled over into my week so sometimes they kind of forget and be like oh wait now it's your birthday weekend. After like the whole month building up to hers, one time I had to wait in the car have a target parking lot will they want it to target define me something for my birthday That was all right though there's an rei right next to it, and my step dad bought me like a really cool pocket knife so It was forgiven.",adoptedness-centrality;identity; created-facts
00:45:15.510,Mya,Did you and your parents ever celebrate the day that you were like officially adopted?,
00:45:25.110,Participant 001,"not really because even that's kind of complicated I think before. yeah before my last couple years of high school my mom was the only one that really acknowledged my adoption day which i'm forget what that day even was it was sometime in December, but like sometime in December she'd be like oh hey it's your adoption day i'd be like oh cool and then maybe we go out for food, but no, it was never really a big celebration day it was more interest like acknowledging, it also The day I started living with her and the day I was legally adopted are both in December and it's kind of hard to say which one is like the adoption day It was never really one of those big things so just kind of like oh let's acknowledge this happened and yeah i'm so thankful for you and then go get food and eat our feelings are not talking about anything yeah so my at least my mom is a very big believer in eating feelings and celebrating with food, which I think i've taken that on to if there's anything we're celebrating its we're celebrating with food.", logistics; legality; logistics; adoption-story
00:46:50.670,Mya,"Do you mostly just know about the documents that relate to your adoption, or have you actually ever seen them.",
00:47:04.740,Participant 001,"When I was applying for my study permit in Canada, I think one of my adoption papers was actually required so my mom did forward me a very blurry copy of it, so I don't really totally remember what it is, but I think it was my adoption paper but it's all in Chinese. yeah so I don't know I just know it has like a picture of us when I was seven and then her name my name and also a last name added my name, which I don't recognize so it be from the orphanage that I never lived at. Um yeah so I'm assuming that's my adoption paper. Aside from that, and my passport i've never. I don't remember seeing anything else. But then again I also never really asked cuz she usually got very emotional about it, and when she starts crying and I start crying it's just a whole big mess that even ice cream can't fix. yeah I have considered if I should like contact Holt because they do do that whole like yeah pulling up papers thing. And I kind of realized yeah that stuff's probably not super accurate considering I don't really have anything from before I was seven And if there was anything from before I was seven and that's probably illegal.", legality; logistics; adoption-story;records-awareness; records-clarity-and-content;conversation-barriers; records-barriers; post-adoption-services
00:48:31.080,Participant 001,"So I actually found out through the Facebook group that there are like a lot of super strict rules about what people are supposed to do when they see it abandoned baby I guess. Interesting yeah like I think, someone said that you're not supposed to touch a baby you're supposed to like call the police or something to pick it up. And also I'm pretty sure it's illegal to abandon the baby so any information about the birth parents would have to be like super super secret or otherwise they would actually get in trouble if it ever like link back to them. That's the explanation I read when people were saying stuff about fabricated information in their adoption files But then again I also never really looked at my own so yeah well, maybe it would be nice to know that stuff kind of useful so i'm probably asked my mom later check it asked my aunt actually one of my aunt's on my dad's side still works for Holt",legality; records-awareness; other-adoptees;adoption-industry; truthfulness-and-accuracy;information-limits; records-content; adoption-industry
00:49:44.610,Participant 001,"yeah she's super nice like super nice she even she's actually got two adopted kids to from Thailand. Oh yeah that's another thing there actually are like a few other adopted kids and my family, although they're more like very distant relatives. Okay, like really distant like I think I have some cousins on my mom's side but they're like. Probably third or fourth cousins and I don't really know where they are anymore yeah but my dad sides cousins are also kind of distant but they're more involved, my dad so I see them more often yeah.", other-adoptees
00:50:08.730,Mya,did your dad work for holt as well?,
00:50:38.640,Participant 001,"No my dad was a teacher. They got married pretty young, definitely too young I don't know how they ever got married. They're complete opposites; I'm surprised that they even like survived being together enough to like actually move to China. But ya know they got married really young, you know college sweethearts and whatnot. And when he got to China, he just got a job as an international teacher really. So he's always been a teacher, since then. My mom i'm not totally sure what her job is right now something about sustainability something about social vendor compliance, something that requires like travel paperwork and whatnot.",
00:51:33.900,Mya,"If your mom weren't As like emotionally sensitive about your adoption, do you think it would be easier, that you would have more of an interest in like seeing those things are asking for them, do you find that that's a very.",records-barriers; conversation-barriers
00:51:57.600,Participant 001,"Probably yeah like there are some clarifying questions i'd like to ask, or like even ask her to tell the stories, because what I know is just like bits and pieces from different times she's told it. Because usually she's not telling it to me she's usually telling it to one of her friends does she. And it's kind of a weird thing, I guess, so my mom is like a lot of friends and I don't know why, but she often invites me to lunch with them. And if they ever asked about my adoption she just goes like full steam ahead into the whole telling the story thing which I don't really mind. But that's usually how I hear most of how I remember, most of the details because again my memory sucks. And after a while of it being like super transparent you kind of just take some things for granted and don't really like store them in your information file and then later on, forget oh wait was that really bad was it that. yeah if she were super emotionally attached to all that which feel like kind of an asshole saying that, but I feel like it would be easier to ask her dislikes about the general facts and whatnot but i'm kind of afraid that if I do she's going to read too much into that and get very sensitive or want to talk about things And i'm going to avoid into personally I don't really want to get too much into it Much into it.", information-limits; conversation-barriers; for-you-not-for-you
00:53:28.740,Mya,yeah read too much into it in that.,
00:53:37.110,Participant 001,"that she might think that I actually want to Find out more and like actually try to find my birth parents, which i've got no interest in because, for one thing I know that's impossible yeah and also this sounds like too much work Like really way too much work not really worth it I mean i'd like to know about them, they don't really want to like find them or anything Like if the Informations there I would want to know it, but if it's no that's all right, not really gonna waste any effort in that in that But yeah also son she did used to work for holt and she has a lot more experience with other adoptees and has actually remembers more of our time in China in the whole process, I feel like she'd probably expect me to be More curious, and I am if I start asking questions huh yeah. 440", conversation-barriers; finding-family
00:54:33.960,Mya,Did you ever see the not orphanage orphanage that you were in.,
00:54:40.350,Participant 001,"I don't have any memory of it, but I do have one memory during the time when my adoption was getting finalized my mom and I went to an office with someone, and I do remember her telling me that I need to act like I don't know her and something about it being like the final step in the adoption, because I think technically I wasn't supposed to be living with her at the time. And I think the only reason why she could choose to adopt man was because. I originally had like a heart murmur so it was like I mean I don't have it anymore just went away someday, but I think, because I could technically count a special needs, then people can actually have a choice and don't get randomly assigned. Okay yeah so when we went to that office I don't know if that was the orphanage or not.", logistics;legality;adoption-story
00:55:42.240,Mya,Did you get asked questions? You were a minor right? ,
,Participant 001,"yeah I was seven so I really don't remember anything about that, aside from that probably happened. I don't think they asked me too many questions, it was probably just like Oh, are you all right with this, or do you have any issues or something probably. I am pretty sure that meeting happened, though cuz I remember that request being kind of weird. But yeah yeah Aside from that, no, I don't think i've actually been there before that was kind of more of a cover story type of thing.",logistics;legality;adoption-story; agency
00:56:18.090,Mya,#TODOAnd what about the police that the person who brought you to sort of fear.,
00:56:35.400,Participant 001,"I also don't really have any memories of that since I moved out of there when I was two. I think my mom probably did have me meet with the person that was in charge there because I think her name was Sandy. So I probably did meet her a few times, but then again i'm not like a lot of adults, because. My parents were so social So I don't like fully. Remember, if I actually did I feel like I probably did because my mom does like have some fun memories about the like she'll be like oh sandy doing great or she asked about you at this point, and I was like oh my God yeah.", other-people; logistics; adoption-story
00:57:23.190,Mya,So she kept working with her after,
,Participant 001,"She keeps in touch with a lot of people. Okay, so I think she like follows them on social media or she hears about them through other things. I think she's still like kind of grateful that Sandy did actually help out quite a bit and did take care of me for a while, even though it's kind of weird though it's kind of like an underground thing still. yeah yeah I mean like if it weren't for her, I never would have met my mom. I really can't tell if my memory being this fuzzy is normal or not.",other-people; adoption-story
00:59:49.020,Mya,You mentioned that when you applied to come to Canada that you had to provide some amount of your like Chinese documentation normally Do you only ever have to use your American you see your password to American right.,
